type,id,title,publishedTime,duration,viewCount->text,viewCount->short,thumbnails->0->url,thumbnails->0->width,thumbnails->0->height,thumbnails->1->url,thumbnails->1->width,thumbnails->1->height,richThumbnail->url,richThumbnail->width,richThumbnail->height,descriptionSnippet,channel->name,channel->id,channel->thumbnails->0->url,channel->thumbnails->0->width,channel->thumbnails->0->height,channel->link,accessibility->title,accessibility->duration,link,shelfTitle,videoCount,thumbnails->2->url,thumbnails->2->width,thumbnails->2->height,thumbnails->3->url,thumbnails->3->width,thumbnails->3->height,richThumbnail
video,ZAtZagnARXc,'Snake God' Wrestles 20ft Pythons | BEAST BUDDIES,1 year ago,9:22,"9,163,729 views",9.1M views,https://i.ytimg.com/vi/ZAtZagnARXc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_36PTFr_FR8QiLjkXCdSSGQq8bg,360,202,https://i.ytimg.com/vi/ZAtZagnARXc/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCFYbPX1Yx_aRNu9EPsVEf05ZaXEg,720.0,404.0,https://i.ytimg.com/an_webp/ZAtZagnARXc/mqdefault_6s.webp?du=3000&sqp=CJu7-4QG&rs=AOn4CLCRmY-LPhw2zRrfvL5LBrfyi5ukqg,320.0,180.0,,Beastly,UC9LxuffQCm_Z4KBCoXZvSHA,https://yt3.ggpht.com/ytc/AAUvwnhKQEdtXKzFiU7jGe7Fx2Zcvaw-4lK12zjDWlnX8A=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC9LxuffQCm_Z4KBCoXZvSHA,"'Snake God' Wrestles 20ft Pythons | BEAST BUDDIES by Beastly 1 year ago 9 minutes, 22 seconds 9,163,729 views","9 minutes, 22 seconds",https://www.youtube.com/watch?v=ZAtZagnARXc,,,,,,,,,
video,GPVsHOlRBBI,"Data Analysis with Python Course - Numpy, Pandas, Data Visualization",2 months ago,9:56:23,"232,941 views",232K views,https://i.ytimg.com/vi/GPVsHOlRBBI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSkw0c8G8osIuDUOOeuNMLjJS58w,360,202,https://i.ytimg.com/vi/GPVsHOlRBBI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfVKVPMExh1SZvI-fy3ATPshe_lQ,720.0,404.0,https://i.ytimg.com/an_webp/GPVsHOlRBBI/mqdefault_6s.webp?du=3000&sqp=CIri-4QG&rs=AOn4CLCdF5XZCxrEazyZdBw40HkFlKhXJg,320.0,180.0,,freeCodeCamp.org,UC8butISFwT-Wl7EV0hUK0BQ,https://yt3.ggpht.com/ytc/AAUvwnifaQZvAunS0OFb2y_cieoVjLCVjqQW8Exf3BC1gg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,"Data Analysis with Python Course - Numpy, Pandas, Data Visualization by freeCodeCamp.org 2 months ago 9 hours, 56 minutes 232,941 views","9 hours, 56 minutes, 23 seconds",https://www.youtube.com/watch?v=GPVsHOlRBBI,,,,,,,,,
video,4pFVZP9Yh3s,ANGRY RETICULATED PYTHON with EGGs at Prehistoric Pets!,11 months ago,10:08,"1,341,659 views",1.3M views,https://i.ytimg.com/vi/4pFVZP9Yh3s/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZtdIO4mQ7dap10hMG3EGIOCQ4LQ,360,202,https://i.ytimg.com/vi/4pFVZP9Yh3s/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2J3ZTmiJG32u9Hopz0jjXLO5tJg,720.0,404.0,https://i.ytimg.com/an_webp/4pFVZP9Yh3s/mqdefault_6s.webp?du=3000&sqp=CLjM-4QG&rs=AOn4CLA7_CsIBfINhewtuOXhzRYTJ1boTQ,320.0,180.0,,JayPrehistoricPets,UCxmpUZtj2j93UuFALWE1q4w,https://yt3.ggpht.com/ytc/AAUvwni3iDwJe13Bko_UVZRP1tit6og9aQ0LLLjV_PLtwg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCxmpUZtj2j93UuFALWE1q4w,"ANGRY RETICULATED PYTHON with EGGs at Prehistoric Pets! by JayPrehistoricPets 11 months ago 10 minutes, 8 seconds 1,341,659 views","10 minutes, 8 seconds",https://www.youtube.com/watch?v=4pFVZP9Yh3s,,,,,,,,,
video,iZz4GhPRgxo,"Python (2000) | Action Horror Movie | Frayne Rosanoff, Robert Englund",4 years ago,1:32:22,"5,513,925 views",5.5M views,https://i.ytimg.com/vi/iZz4GhPRgxo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAYrx41IPY_4FZ1mnknoP05bz9fKg,360,202,https://i.ytimg.com/vi/iZz4GhPRgxo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAP8BBAQr279TxjaTfG8PS3xrYdRA,720.0,404.0,https://i.ytimg.com/an_webp/iZz4GhPRgxo/mqdefault_6s.webp?du=3000&sqp=CJbj-4QG&rs=AOn4CLCqklkwTuEcK3P74pFxoVaFlLRBDA,320.0,180.0,,Cinecurry Hollywood,UCrKhoJu5EeWXBK5jpEj6uvw,https://yt3.ggpht.com/ytc/AAUvwniSmOMWDkMD8jp--bEnlI8X2bcPl8p3jtF3eN0q=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCrKhoJu5EeWXBK5jpEj6uvw,"Python (2000) | Action Horror Movie | Frayne Rosanoff, Robert Englund by Cinecurry Hollywood 4 years ago 1 hour, 32 minutes 5,513,925 views","1 hour, 32 minutes, 22 seconds",https://www.youtube.com/watch?v=iZz4GhPRgxo,,,,,,,,,
video,eIM9DQMZQeE,Learning Python? You Must take a look at this book! Not Just for Scientists.,4 days ago,4:42,"16,873 views",16K views,https://i.ytimg.com/vi/eIM9DQMZQeE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRF7ZU46LISmJFbmvgD4kYx4vzmw,360,202,https://i.ytimg.com/vi/eIM9DQMZQeE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOTmdWVscH1R9f7Bw9MAyu1ulftg,720.0,404.0,https://i.ytimg.com/an_webp/eIM9DQMZQeE/mqdefault_6s.webp?du=3000&sqp=CKOx-4QG&rs=AOn4CLC5EOoG0HynHLCZdI4kXA40xtUW8A,320.0,180.0,,Python Programmer,UC68KSmHePPePCjW4v57VPQg,https://yt3.ggpht.com/ytc/AAUvwnhr7W5AB1k2QlrZsoL1K5hsfmsplduZZVg8WmZ1dA=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC68KSmHePPePCjW4v57VPQg,"Learning Python? You Must take a look at this book! Not Just for Scientists. by Python Programmer 4 days ago 4 minutes, 42 seconds 16,873 views","4 minutes, 42 seconds",https://www.youtube.com/watch?v=eIM9DQMZQeE,,,,,,,,,
video,f79MRyMsjrQ,Learn Python Programming - Python Course,2 years ago,1:48:05,"703,878 views",703K views,https://i.ytimg.com/vi/f79MRyMsjrQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB1k768ODTy4wTKyR_rcOeKEdHosQ,360,202,https://i.ytimg.com/vi/f79MRyMsjrQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLACn39tY-myn44DQSl51ULwXp-srw,720.0,404.0,https://i.ytimg.com/an_webp/f79MRyMsjrQ/mqdefault_6s.webp?du=3000&sqp=CJiu-4QG&rs=AOn4CLD66n_gykwvljWrxL7dhQeXDxQ-4A,320.0,180.0,,Programming with Mosh,UCWv7vMbMWH4-V0ZXdmDpPBA,https://yt3.ggpht.com/ytc/AAUvwnj82Lirw0dg6V5pJWAcWdG22OESyldUcDwAFEqQWg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,"Learn Python Programming - Python Course by Programming with Mosh 2 years ago 1 hour, 48 minutes 703,878 views","1 hour, 48 minutes, 5 seconds",https://www.youtube.com/watch?v=f79MRyMsjrQ,,,,,,,,,
video,4OX49nLNPEE,#18 Python Tutorial for Beginners | User input in Python | Command Line Input,2 years ago,11:59,"755,410 views",755K views,https://i.ytimg.com/vi/4OX49nLNPEE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDTXXWu6K6XrUaXr8UmLjrRGaAvYw,360,202,https://i.ytimg.com/vi/4OX49nLNPEE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5fEecl5xaH8o0GEUM8AVbX0VEkQ,720.0,404.0,https://i.ytimg.com/an_webp/4OX49nLNPEE/mqdefault_6s.webp?du=3000&sqp=CNrN-4QG&rs=AOn4CLAHBZ9LKFmgX9L19za4r8F3B-CbVg,320.0,180.0,,Telusko,UC59K-uG2A5ogwIrHw4bmlEg,https://yt3.ggpht.com/ytc/AAUvwnge5NyVX7anyIFrIaWVfxpyOfJifDHzMAU5GMmA=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg,"#18 Python Tutorial for Beginners | User input in Python | Command Line Input by Telusko 2 years ago 11 minutes, 59 seconds 755,410 views","11 minutes, 59 seconds",https://www.youtube.com/watch?v=4OX49nLNPEE,,,,,,,,,
video,7YS6YDQKFh0,Automate Excel With Python - Python Excel Tutorial (OpenPyXL),1 day ago,38:02,"16,443 views",16K views,https://i.ytimg.com/vi/7YS6YDQKFh0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBv9H9GK9maB7Jr7AGmEoQWH5hNmg,360,202,https://i.ytimg.com/vi/7YS6YDQKFh0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAO6c5OuuJQLjVbX5w-qjWkjWFr9A,720.0,404.0,,,,,Tech With Tim,UC4JX40jDee_tINbkjycV4Sg,https://yt3.ggpht.com/ytc/AAUvwnhIFsTY7d1nrpmQ7RWafOXqQIWBVtPePQvJ6JliOg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC4JX40jDee_tINbkjycV4Sg,"Automate Excel With Python - Python Excel Tutorial (OpenPyXL) by Tech With Tim 1 day ago 38 minutes 16,443 views","38 minutes, 2 seconds",https://www.youtube.com/watch?v=7YS6YDQKFh0,,,,,,,,,
video,YwIX8w9i2DM,Automate Excel with Python Tutorial (2020),8 months ago,7:43,"114,386 views",114K views,https://i.ytimg.com/vi/YwIX8w9i2DM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCs48bG32mjsbpxT7yLNUdoJr0juA,360,202,https://i.ytimg.com/vi/YwIX8w9i2DM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9ZA3NHO4JoV8k3ipVYuoHeYzz_w,720.0,404.0,https://i.ytimg.com/an_webp/YwIX8w9i2DM/mqdefault_6s.webp?du=3000&sqp=CIW1-4QG&rs=AOn4CLDicX4YOWbbO5MqsL870spqkEwgZA,320.0,180.0,,Davide Merlin,UCbg0ptFI3yZ4Pe5vmUiEzzA,https://yt3.ggpht.com/ytc/AAUvwnhenI8E3O1j1_Li2lNWDP95bqhMKcFGNwPhL7XByA=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCbg0ptFI3yZ4Pe5vmUiEzzA,"Automate Excel with Python Tutorial (2020) by Davide Merlin 8 months ago 7 minutes, 43 seconds 114,386 views","7 minutes, 43 seconds",https://www.youtube.com/watch?v=YwIX8w9i2DM,,,,,,,,,
video,-79HGfWmH_w,The Hottest New Feature Coming In Python 3.10 - Structural Pattern Matching / Match Statement,1 month ago,16:15,"87,262 views",87K views,https://i.ytimg.com/vi/-79HGfWmH_w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCI4bBO4Kn0MgpIgviQJeDiuSbjxQ,360,202,https://i.ytimg.com/vi/-79HGfWmH_w/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuMCfiIA5p2NvTLDcqU72EdjvweQ,720.0,404.0,https://i.ytimg.com/an_webp/-79HGfWmH_w/mqdefault_6s.webp?du=3000&sqp=CMTb-4QG&rs=AOn4CLB82LmdK6aSeqJjibBqb1JZDFVLAw,320.0,180.0,,mCoding,UCaiL2GDNpLYH6Wokkk1VNcg,https://yt3.ggpht.com/ytc/AAUvwngynrZY9v5Epn77E9jzR4guwV2BysYZfD0q_sJz=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCaiL2GDNpLYH6Wokkk1VNcg,"The Hottest New Feature Coming In Python 3.10 - Structural Pattern Matching / Match Statement by mCoding 1 month ago 16 minutes 87,262 views","16 minutes, 15 seconds",https://www.youtube.com/watch?v=-79HGfWmH_w,,,,,,,,,
video,5Fd9xFtIuFA,Naivasha python scares off Police,8 years ago,1:44,"182,872 views",182K views,https://i.ytimg.com/vi/5Fd9xFtIuFA/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCpgzmlbNOgQOQESryiaKs_En79Wg,480,270,,,,https://i.ytimg.com/an_webp/5Fd9xFtIuFA/mqdefault_6s.webp?du=3000&sqp=CMDc-4QG&rs=AOn4CLB-B01PZlSt9CiquisiyZ171gxbCw,320.0,180.0,,KTN News Kenya,UCKVsdeoHExltrWMuK0hOWmg,https://yt3.ggpht.com/ytc/AAUvwnghUlAZnHd45sZ3Tx2Ent7xhaWN9BvFs8NUqVBji-c=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCKVsdeoHExltrWMuK0hOWmg,"Naivasha python scares off Police by KTN News Kenya 8 years ago 1 minute, 44 seconds 182,872 views","1 minute, 44 seconds",https://www.youtube.com/watch?v=5Fd9xFtIuFA,,,,,,,,,
video,KMyr3IMJjAc,PYTHON AND DEEP LEARNING : Day -3 (Python Data Strcutures ),Streamed 2 days ago,1:17:36,"12,372 views",12K views,https://i.ytimg.com/vi/KMyr3IMJjAc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDEvdaGPmX-F5oyi8qZX5T25JzSXg,360,202,https://i.ytimg.com/vi/KMyr3IMJjAc/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDbNJJ9qUlJjz_3Jz1irxE18CMpcA,720.0,404.0,https://i.ytimg.com/an_webp/KMyr3IMJjAc/mqdefault_6s.webp?du=3000&sqp=CLPR-4QG&rs=AOn4CLDex5yir_i2lsvSAKsPdSH05JStUQ,320.0,180.0,,Shape AI,UCTUvDLTW9meuDXWcbmISPdA,https://yt3.ggpht.com/ytc/AAUvwnijqJmu6023PBUeNjnfIV4hucR3nAs9MiVJ3k2E=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCTUvDLTW9meuDXWcbmISPdA,"PYTHON AND DEEP LEARNING : Day -3 (Python Data Strcutures ) by Shape AI Streamed 2 days ago 1 hour, 17 minutes 12,372 views","1 hour, 17 minutes, 36 seconds",https://www.youtube.com/watch?v=KMyr3IMJjAc,,,,,,,,,
video,woVJ4N5nl_s,Python Basics | Python Tutorial For Beginners | Learn Python Programming from Scratch | Edureka,Streamed 1 year ago,1:31:31,"454,319 views",454K views,https://i.ytimg.com/vi/woVJ4N5nl_s/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDmW2Yks6McIXTnt6MzugEqR6VXYQ,360,202,https://i.ytimg.com/vi/woVJ4N5nl_s/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxLZJvsI2tI8LPZoXHQzGHiQZxqw,720.0,404.0,https://i.ytimg.com/an_webp/woVJ4N5nl_s/mqdefault_6s.webp?du=3000&sqp=CNva-4QG&rs=AOn4CLD1PXzMt5IGTCoPMWZT4q3gevbRjg,320.0,180.0,,edureka!,UCkw4JCwteGrDHIsyIIKo4tQ,https://yt3.ggpht.com/ytc/AAUvwni7i_dF9urC5uwdLIRQU89f5H4krFAgJgywql8kiA=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ,"Python Basics | Python Tutorial For Beginners | Learn Python Programming from Scratch | Edureka by edureka! Streamed 1 year ago 1 hour, 31 minutes 454,319 views","1 hour, 31 minutes, 31 seconds",https://www.youtube.com/watch?v=woVJ4N5nl_s,,,,,,,,,
video,8O5kX73OkIY,#49 Python Tutorial for Beginners | Class and Object,2 years ago,11:01,"419,906 views",419K views,https://i.ytimg.com/vi/8O5kX73OkIY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSwbLwHFzD5j7FBWf_0RLdXoxL8g,360,202,https://i.ytimg.com/vi/8O5kX73OkIY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRjKmdO0DrU7LMq2vYs4FxAVH8YA,720.0,404.0,https://i.ytimg.com/an_webp/8O5kX73OkIY/mqdefault_6s.webp?du=3000&sqp=CKzY-4QG&rs=AOn4CLAbvd1keaueQPXrBN-rW4F1GuIryQ,320.0,180.0,,Telusko,UC59K-uG2A5ogwIrHw4bmlEg,https://yt3.ggpht.com/ytc/AAUvwnge5NyVX7anyIFrIaWVfxpyOfJifDHzMAU5GMmA=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg,"#49 Python Tutorial for Beginners | Class and Object by Telusko 2 years ago 11 minutes, 1 second 419,906 views","11 minutes, 1 second",https://www.youtube.com/watch?v=8O5kX73OkIY,,,,,,,,,
video,l8Imtec4ReQ,Kivy Course - Create Python Games and Mobile Apps,2 days ago,5:41:27,"33,615 views",33K views,https://i.ytimg.com/vi/l8Imtec4ReQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMDKKfFD2x8hn5vKMMpVtq6U7qRg,360,202,https://i.ytimg.com/vi/l8Imtec4ReQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpkyari0SD4EmmkSB7eM_qmHUghQ,720.0,404.0,https://i.ytimg.com/an_webp/l8Imtec4ReQ/mqdefault_6s.webp?du=3000&sqp=CKTi-4QG&rs=AOn4CLDkR18QtaaTLQpJZoBk_U7JJCDtSg,320.0,180.0,,freeCodeCamp.org,UC8butISFwT-Wl7EV0hUK0BQ,https://yt3.ggpht.com/ytc/AAUvwnifaQZvAunS0OFb2y_cieoVjLCVjqQW8Exf3BC1gg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,"Kivy Course - Create Python Games and Mobile Apps by freeCodeCamp.org 2 days ago 5 hours, 41 minutes 33,615 views","5 hours, 41 minutes, 27 seconds",https://www.youtube.com/watch?v=l8Imtec4ReQ,,,,,,,,,
video,k0ujghMW96w,Anaconda vs Python - किसकी होगी जीत | Duniya ka sabse bada saap | Duniya ka sabse lamba saap,6 months ago,8:03,"550,965 views",550K views,https://i.ytimg.com/vi/k0ujghMW96w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXN9_BAUC8dmxPq0i_gI1u_uViuw,360,202,https://i.ytimg.com/vi/k0ujghMW96w/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJ7SxCVeGwyq2gxqx2X9HYIds03g,720.0,404.0,https://i.ytimg.com/an_webp/k0ujghMW96w/mqdefault_6s.webp?du=3000&sqp=CJTd-4QG&rs=AOn4CLBF2ZDjHKl4z4ZVXLi2obBbt9JjHw,320.0,180.0,,Secret Sach,UC1AV3Ts0VdTxrAVQO1GXa_g,https://yt3.ggpht.com/ytc/AAUvwnjbJ-LM1sfYHj68_Vfe327iYk_hpXkMoUW5eZyF=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC1AV3Ts0VdTxrAVQO1GXa_g,"Anaconda vs Python - किसकी होगी जीत | Duniya ka sabse bada saap | Duniya ka sabse lamba saap by Secret Sach 6 months ago 8 minutes, 3 seconds 550,965 views","8 minutes, 3 seconds",https://www.youtube.com/watch?v=k0ujghMW96w,,,,,,,,,
